ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
7259,50000,1,3,2,67,-1,0,1,1,-1,3,10927,65214,24215,41034,3213,62372,34698,35297,23999,20803,45660,28084,0
7260,50000,2,4,1,30,-1,-1,2,1,-1,-1,9800,68558,76337,48618,50416,4725,49913,42101,6782,41720,23960,23783,0
7261,80000,1,2,1,21,-1,-1,-1,1,-1,0,63901,67900,65058,20803,79219,73505,42566,45238,22002,22063,45844,35969,0
7262,10000,2,1,3,42,2,1,1,0,1,-1,4648,52366,65155,74033,78824,54106,30424,46616,21877,5500,30909,170,1
7263,100000,2,3,1,72,3,-1,1,-1,1,-1,32927,47097,32997,77445,60002,62439,32070,41106,46405,44469,6595,24180,0
7264,50000,1,2,2,67,1,2,1,1,-1,-1,47854,22118,69809,26154,39063,14451,19615,1879,25489,11485,13645,38304,0
7265,10000,1,1,3,53,1,0,0,-1,0,0,53178,53251,5561,49975,49518,75026,8942,47391,17520,45832,9874,31604,0
7266,10000,2,3,2,45,0,0,0,1,0,1,40812,63189,37632,6685,1217,18325,3759,35231,19775,20904,31797,40516,0
7267,150000,2,4,2,42,1,0,0,2,0,0,32590,64909,15507,32447,45793,47766,47883,26606,29318,29348,12293,2353,0
7268,80000,1,3,3,36,2,0,0,-1,0,-1,54754,65236,68338,22072,42496,69563,48530,23247,46217,34178,24422,15059,0
7269,10000,2,4,2,50,0,2,-1,-1,-1,-1,77248,28440,35146,49213,38810,28220,26395,14613,1327,4920,10051,31045,0
7270,200000,1,4,3,38,-1,0,0,0,0,-1,7572,44773,9371,390,63975,12003,38603,39246,42741,2037,13216,41314,0
7271,20000,1,4,2,44,-1,-1,1,-1,0,2,57763,32007,65650,14073,3329,66559,18066,29688,2423,4512,22723,20370,0
7272,200000,2,1,1,25,0,0,-1,2,-1,-1,73538,74393,65673,50002,8793,69698,1699,49491,47628,6202,13560,45128,1
7273,20000,1,3,1,73,-1,0,0,-1,3,-1,5975,61741,6529,63456,15622,68509,34637,2233,33535,30833,45551,8803,0
7274,30000,1,4,1,57,2,1,0,-1,-1,-1,5903,12915,7291,14718,64098,72584,15029,49070,22354,28825,19791,29384,0
7275,80000,2,2,3,43,0,2,1,2,-1,0,12159,72777,66374,11313,41419,79181,40674,923,27344,16428,675,21135,0
7276,150000,1,3,2,62,0,0,0,-1,0,-1,58758,24041,35453,76622,65019,25024,15516,6261,22414,32739,13187,45924,0
7277,100000,1,2,2,47,-1,-1,0,2,-1,-1,51919,15759,10976,50248,478,10720,47396,3374,6370,10430,21999,28612,0
7278,200000,1,1,1,32,0,0,0,-1,0,1,24063,63354,66502,3496,2793,60734,40836,27318,10694,7184,22758,14539,0
7279,200000,1,1,1,30,0,2,-1,2,2,1,4251,1001,47086,71120,19384,78777,24502,32592,32160,46114,21509,23190,0
7280,30000,2,3,3,54,1,3,-1,-1,2,-1,43805,77980,63444,74247,64436,15777,11728,33891,23673,25128,15705,16751,0
7281,20000,1,1,3,53,-1,3,-1,-1,-1,0,44938,48564,17777,67379,66717,27090,377,15708,20928,26323,4027,23066,0
7282,150000,2,1,2,36,3,-1,-1,0,0,-1,5673,35183,67853,26445,69163,43682,41819,15888,19212,22147,8976,16192,0
7283,30000,1,3,3,49,0,0,0,-1,1,0,65902,9183,75114,66698,29691,7955,7664,47145,29787,15851,10682,7434,0
7284,80000,2,2,3,38,0,-1,3,-1,-1,2,58787,25361,29940,58927,1799,38061,48898,38365,31055,24648,22637,13144,0
7285,150000,1,4,3,47,2,-1,-1,-1,0,-1,14765,73244,65164,5938,8832,60327,21784,29865,16050,28687,35542,5679,0
7286,80000,2,3,1,27,3,-1,2,1,-1,1,58053,27793,37268,34307,52274,53993,7312,32295,40472,29627,21394,33100,0
7287,10000,1,3,1,56,-1,-1,0,1,-1,1,68085,3734,77597,37660,5551,9339,35479,43803,10584,16116,7706,8292,0
7288,50000,1,4,2,47,1,-1,-1,1,-1,2,4386,75088,14431,40557,34110,49228,7315,34281,4867,37883,30342,878,0
7289,10000,1,2,3,30,-1,-1,-1,1,0,0,12708,14436,3634,46583,3660,40597,33182,30409,35682,35280,45305,31026,0
7290,80000,1,4,1,30,0,-1,1,-1,-1,-1,15911,59346,58294,16523,13879,43351,25245,33178,3908,32728,33606,4545,0
7291,200000,2,4,3,31,-1,-1,0,0,-1,-1,1459,61602,13547,6703,28319,50527,23356,14847,30849,5581,37657,32033,0
7292,150000,2,2,2,50,0,1,-1,-1,-1,0,78713,57207,31697,62860,18520,65588,23236,8193,47159,40134,6934,801,0
7293,20000,1,2,3,23,0,-1,-1,-1,0,-1,7300,56747,53062,52389,79538,10001,40393,49334,22327,29969,8189,19241,0
7294,100000,2,4,2,49,0,1,2,1,2,-1,77076,24796,2033,38008,10026,64868,7064,12803,48935,48831,24865,38340,1
7295,20000,1,4,2,34,0,-1,-1,1,0,1,2812,60771,68363,12019,59059,73980,49230,46691,16264,46882,35634,8078,1
7296,150000,1,3,1,33,0,1,1,1,3,0,69040,39962,50549,28886,1267,59961,41969,47273,18296,29390,6530,27064,1
7297,10000,2,2,3,39,-1,-1,-1,2,0,-1,4229,40571,71717,50158,52869,35221,8879,8671,3169,6693,19242,14661,0
7298,100000,2,1,1,45,1,-1,0,0,1,0,33649,29973,6829,4209,72251,4297,12700,1445,25869,45544,48594,20280,0
7299,150000,2,2,3,30,0,0,0,3,1,0,11442,3401,28399,17886,19324,11735,2533,32961,38453,19266,36294,47570,0
7300,80000,1,4,3,35,0,2,0,0,1,1,64444,20465,64328,62950,55257,42428,40042,49485,7271,40412,48538,22127,0
7301,200000,1,4,2,48,3,-1,-1,2,0,-1,66839,919,74168,24278,42354,13902,19308,48165,12504,9871,16652,19223,0
7302,20000,2,4,2,60,-1,-1,-1,-1,0,0,32307,1349,52166,29022,55130,26540,17627,25394,5620,12873,16438,4501,1
7303,80000,1,4,3,69,0,2,1,-1,0,2,32527,21974,31129,55002,4879,72508,32782,15962,40967,45419,12912,15395,0
7304,100000,2,1,1,58,0,-1,-1,0,-1,-1,7700,70300,23341,13772,46411,40137,35935,44045,34266,9925,397,19932,0
7305,100000,2,2,2,27,-1,-1,0,-1,0,0,23611,59614,60524,20994,16333,68652,13567,44288,15053,24673,3989,3635,0
7306,20000,2,1,2,34,-1,2,1,-1,0,-1,55505,70805,67089,33927,20182,45465,25406,17430,33087,43085,32400,13111,0
7307,80000,2,1,3,50,1,1,1,-1,1,-1,5008,51586,77374,3229,1304,25098,14991,10533,8677,33682,6102,39494,0
7308,30000,2,4,3,60,-1,-1,-1,1,2,2,22209,60580,38456,71466,24339,55544,28984,25613,18626,39913,38392,38143,0
7309,80000,2,1,2,32,0,3,0,2,-1,-1,71826,34806,15078,42381,26035,55435,31859,32877,901,26941,1638,13915,0
7310,100000,1,4,1,48,0,0,0,-1,0,0,37144,59811,48058,49168,10900,79031,43022,14984,25638,4178,20843,15887,0
7311,80000,1,4,2,70,0,-1,-1,3,3,-1,70571,63365,63953,44404,7302,973,11781,18709,11462,193,9050,32186,0
7312,200000,2,4,3,34,1,1,-1,1,2,-1,33674,5264,35133,10950,22093,44879,34831,12853,37857,8278,19724,21331,0
7313,150000,2,1,2,21,2,0,-1,-1,1,-1,24641,78593,1709,71677,59580,35041,40944,21420,32143,43575,49400,8701,0
7314,10000,2,4,3,24,-1,0,0,0,-1,0,15179,42478,53009,9921,19528,53348,13386,28301,29330,1874,6989,48164,0
7315,200000,1,1,2,69,1,3,1,3,-1,0,59160,67909,9556,72583,30240,21935,37888,33036,1212,45652,12959,349,0
7316,30000,2,2,3,38,1,-1,2,1,-1,-1,69882,16752,50565,36325,5839,70047,9392,13410,29490,29894,6168,951,0
7317,50000,2,4,3,71,-1,0,1,-1,2,3,8573,67064,68458,62711,56547,77200,43213,33970,19474,48497,13877,34017,0
7318,150000,2,3,1,56,3,0,0,-1,1,-1,43660,15779,78495,11397,78202,14325,44361,44496,38619,15160,12678,35612,0
7319,10000,1,3,3,52,2,-1,3,1,0,1,1975,3361,15778,52113,61124,56098,48838,22545,15681,19463,1025,34985,0
7320,50000,2,3,2,48,-1,0,0,0,3,-1,23852,53298,64162,21734,46532,23410,12097,28763,10385,33269,34520,5321,0
7321,20000,1,3,3,48,0,0,0,-1,-1,1,48314,34664,23897,14657,70809,18973,34890,21584,13574,12988,15893,45149,0
7322,50000,1,3,2,58,1,2,2,-1,0,0,37055,52790,16246,73720,42953,56449,42821,15408,16844,41636,20080,43301,0
7323,150000,2,1,1,52,0,2,-1,0,0,1,5367,4731,70635,55739,28282,7009,1831,7042,35726,25863,752,9802,1
7324,80000,1,2,2,28,2,0,-1,-1,-1,1,28276,15536,44783,17019,31581,23381,28586,14312,48562,41601,27192,41801,0
7325,150000,1,1,1,45,0,-1,1,0,0,0,44119,44565,55017,31106,32469,44445,345,10709,16021,11070,11207,43801,0
7326,200000,1,4,1,67,0,0,2,1,-1,-1,33534,35374,1497,36102,44727,4507,13925,21439,18337,19237,9436,16325,0
7327,50000,2,2,3,40,-1,-1,-1,-1,0,0,61067,63568,5013,9902,65232,38654,13581,3568,11881,6916,15291,47007,0
7328,100000,1,2,1,53,0,-1,1,-1,0,1,67500,52852,65330,68637,19345,3628,91,13967,19849,11254,16251,49572,0
7329,10000,2,2,2,50,0,0,0,2,-1,0,71076,18266,45199,52770,36066,37993,46881,47387,3101,10636,12060,9884,1
7330,10000,2,2,1,57,1,0,1,1,3,0,25712,15204,44599,30010,63634,68912,10224,4556,4784,47803,4106,11715,0
7331,50000,2,3,1,36,0,0,-1,1,0,-1,30578,36181,53021,73717,8845,37557,25168,38384,16287,40709,25446,47651,1
7332,10000,1,4,3,73,-1,3,3,0,1,2,79471,74605,70180,47568,52025,2657,23541,38083,36318,3092,24848,37153,0
7333,100000,2,2,2,45,-1,-1,2,-1,-1,-1,67573,33192,14482,68526,43558,26559,25528,10197,3791,40875,7491,12145,1
7334,150000,1,2,1,58,0,-1,0,0,-1,-1,56862,47619,56584,24372,9032,66723,47673,4971,44626,48141,27375,8541,0
7335,10000,1,3,3,73,1,0,2,1,2,-1,41573,48267,64337,16288,30150,30500,13772,2114,36839,40675,30371,5458,1
7336,50000,1,1,3,62,1,0,2,-1,0,1,39955,51202,76356,29502,58640,2221,46813,33679,16797,1566,37919,48523,0
7337,30000,1,1,2,30,0,-1,0,-1,0,0,36603,61574,26981,33404,8579,77310,35685,7390,29801,47327,48704,15466,0
7338,30000,2,1,3,25,-1,-1,2,0,0,-1,67435,46963,77095,74301,9795,32799,20102,37821,29674,14898,3184,5972,0
7339,20000,2,4,1,28,-1,-1,3,0,-1,0,35399,38181,73494,5218,3032,24366,12403,32453,24636,27655,17110,18903,1
7340,200000,1,1,3,53,-1,1,-1,3,2,-1,47719,41525,79197,59142,31142,41436,31935,43625,21215,41754,42419,4493,0
7341,10000,2,2,2,57,1,2,-1,-1,-1,-1,45170,63677,35837,77938,18828,7062,41542,29232,16548,17681,5595,35977,0
7342,200000,2,3,2,21,-1,-1,-1,-1,-1,1,10852,48184,57403,35558,77546,41536,38601,30766,21849,35195,3761,32423,0
7343,150000,2,3,3,51,0,-1,0,1,2,-1,35415,62006,58249,25270,20530,74530,13978,23035,27333,27535,43533,45616,0
7344,50000,1,1,1,27,0,-1,-1,0,-1,-1,7993,71189,35419,51428,1511,50938,40546,24085,2629,17674,26003,17677,0
7345,10000,2,3,3,67,3,-1,-1,0,2,-1,12659,71677,11677,30163,67533,48159,41662,11543,45266,23234,30831,25794,0
7346,80000,1,2,2,43,3,-1,3,1,1,0,6986,70048,31076,8357,77503,5752,4737,35194,25504,45568,19780,34021,1
7347,100000,2,1,3,44,3,-1,1,-1,-1,-1,56039,1123,65134,28157,19866,12211,8467,10248,49665,47350,21144,16999,0
7348,10000,1,2,3,34,1,0,2,2,-1,1,6630,39809,32329,56358,60085,64176,535,33099,41161,5355,91,11211,0
7349,10000,1,4,1,43,1,-1,3,-1,1,1,35202,70309,42000,39580,11061,46492,28339,13926,41486,37493,43169,32576,0
7350,200000,1,2,3,29,1,0,-1,-1,0,-1,60820,66177,15092,2918,14150,527,11482,41910,963,43007,18549,38577,1
7351,200000,2,2,1,28,2,-1,0,-1,-1,-1,58820,21764,72305,32485,66895,13331,17289,39053,26820,12117,39887,45831,0
7352,30000,1,2,3,28,3,1,-1,1,2,0,79597,26413,61146,38326,48286,10745,28102,8045,38959,47658,11192,18315,1
7353,100000,2,2,3,23,0,3,0,-1,1,1,20977,14805,16357,31950,79927,8552,3850,10467,6606,22360,10034,31935,0
7354,50000,1,4,1,52,0,0,-1,-1,2,3,39798,24218,56015,1083,520,69734,46675,24184,8183,26652,45885,9634,0
7355,10000,2,1,1,72,0,-1,-1,-1,0,-1,54419,64846,31089,70121,22436,68903,20568,49495,46243,19131,48262,39299,0
7356,30000,1,2,2,24,0,-1,-1,-1,-1,2,6255,12467,16581,49345,37625,58276,5505,32424,28801,34146,38081,4378,1
7357,200000,2,1,1,69,1,-1,0,-1,2,-1,9862,2828,60928,20483,66526,35295,45174,22031,43408,2296,5042,42930,0
7358,20000,1,3,3,58,2,-1,2,-1,0,-1,74483,76892,75608,70163,29652,74186,18373,33885,35580,23668,7454,44754,0
7359,100000,1,2,2,22,0,0,-1,-1,0,1,60808,45784,1296,77746,18244,339,7477,13494,15526,6389,27269,23697,0
7360,30000,1,2,1,29,-1,0,0,-1,0,0,4582,48120,11040,5353,37165,56662,42106,19289,15747,26889,24702,17010,0
7361,30000,2,3,1,66,3,-1,0,0,0,-1,2465,23704,46111,15557,12946,22150,33645,1301,25614,36178,42272,20830,0
7362,150000,1,1,2,21,-1,1,0,1,-1,-1,169,58182,54285,45622,76637,64721,40001,38320,39069,39586,18050,44533,0
7363,30000,1,4,3,69,-1,-1,2,-1,0,-1,20419,28682,28221,41557,10572,30311,35287,37111,10204,2869,12738,42690,0
7364,150000,1,2,3,31,1,-1,-1,0,1,-1,40850,59455,22744,37189,2546,54543,3332,1384,49485,2975,13056,33644,1
7365,10000,1,3,2,49,-1,0,-1,1,2,1,49872,26709,57082,37773,70066,52378,4228,42393,32277,25876,28613,30867,0
7366,10000,2,3,3,46,-1,-1,-1,3,-1,0,53517,24131,74125,53206,8768,74844,17410,31693,3080,30972,5145,26411,0
7367,200000,1,2,1,47,-1,0,0,0,-1,3,6148,47533,70299,32211,68741,45287,14270,47265,10447,47171,3019,32029,1
7368,20000,1,1,3,58,-1,3,-1,0,1,0,46329,48969,23111,28036,48427,62570,48546,15911,9748,38720,17873,42273,1
7369,80000,2,1,1,49,0,1,-1,0,1,-1,44653,26823,52381,35615,27986,33221,28150,46,8794,48896,15646,37183,0
7370,80000,2,2,3,53,-1,-1,1,0,-1,3,10957,34998,66987,3929,75286,79216,31905,22125,26553,26180,3376,23646,1
7371,80000,2,3,1,48,0,0,-1,-1,-1,0,5344,22219,8101,23792,66013,48404,18817,35872,9066,3221,10151,48941,1
7372,200000,1,2,2,51,-1,0,0,0,-1,-1,38787,6405,8185,45737,20882,1337,27327,23633,5561,42001,10688,10375,0
7373,150000,2,4,1,39,1,3,3,3,-1,-1,55987,22796,30159,61427,51085,73760,29745,30671,1755,30711,44261,4609,1
7374,200000,2,4,3,68,-1,3,0,0,1,-1,72000,9287,33716,49555,15174,38631,34988,2805,45421,11182,5209,41113,0
7375,100000,2,1,1,46,-1,-1,0,-1,0,3,20307,10837,65762,6956,77040,43899,491,3346,24813,39477,11513,518,0
7376,100000,1,4,3,70,-1,2,-1,2,2,0,1514,12539,68873,73640,71660,39908,11304,13198,34454,46266,26665,3221,0
7377,20000,1,3,3,49,0,-1,0,-1,0,0,25612,65105,27668,241,54601,47482,13974,35347,27649,9073,29468,1527,1
7378,100000,1,4,1,31,0,-1,1,-1,0,1,75322,27235,50525,72169,79327,36983,31885,45565,36325,18946,3149,9503,0
7379,80000,2,2,3,61,0,-1,1,0,3,3,35128,60257,14441,66487,14258,66194,17872,33540,48934,41261,44047,1976,0
7380,80000,1,3,2,52,3,-1,0,0,3,-1,64337,57448,79008,53903,34320,48997,12438,27820,16298,25638,141,48805,0
7381,200000,2,1,3,41,2,2,1,-1,-1,3,64350,29045,35616,50220,40377,14925,28487,28368,42362,1209,41309,26209,0
7382,30000,2,1,2,58,0,-1,-1,0,-1,-1,21403,68109,69005,18350,20646,6838,19316,38975,14449,45179,5993,36321,0
7383,100000,2,4,2,54,-1,1,-1,-1,3,1,66579,33516,65587,28840,10881,76230,12011,25711,36915,13148,29090,23169,0
7384,200000,1,1,3,60,0,3,1,1,0,3,2451,63787,39403,55595,14924,53165,9194,32728,10158,952,14428,12968,0
7385,10000,2,2,2,42,-1,1,-1,-1,1,0,73825,71648,36497,10520,73082,74954,12300,47511,27056,17954,37004,34673,1
7386,10000,2,3,2,68,1,-1,2,1,2,0,8881,22370,51746,37312,32680,57350,14158,19957,24574,8457,16243,8113,0
7387,30000,1,2,1,47,-1,1,0,-1,0,0,47245,12227,60196,59368,78263,41179,49734,9634,26263,22932,48074,17906,0
7388,30000,2,2,2,28,1,0,0,-1,0,-1,30990,51240,48281,49998,76180,78078,45549,23139,1891,49216,24776,6102,0
7389,30000,2,2,2,60,2,1,1,-1,-1,-1,32675,79450,3594,36277,50846,26912,11736,1950,2346,23628,33460,11159,0
7390,200000,2,2,2,66,0,-1,1,3,2,-1,36637,39110,59344,13631,21527,2824,15267,5005,36993,40605,45517,43705,0
7391,10000,1,3,2,51,0,0,1,0,0,2,13713,31911,62844,75966,3822,4685,36290,12710,29111,31417,17766,44664,0
7392,80000,2,3,2,21,0,1,0,1,-1,0,18145,46488,66884,11844,31580,71572,39584,26417,30617,35460,15606,28442,0
7393,30000,1,2,3,59,-1,1,0,0,0,0,56601,49515,25965,38608,1697,54173,36927,44461,38496,16821,34727,42137,0
7394,20000,1,2,2,54,2,3,2,3,-1,-1,60011,23371,59889,63452,31156,66834,10263,33927,24938,3113,1452,929,0
7395,150000,2,1,3,67,0,-1,2,-1,-1,1,15698,57046,48337,12444,41889,74914,23779,1666,7972,7234,17086,38861,0
7396,200000,2,1,3,44,-1,-1,-1,0,-1,-1,48575,12868,74893,54169,62986,3100,45837,47017,2596,34087,15992,40689,0
7397,30000,2,3,3,48,1,0,1,1,0,-1,37737,68524,55372,7808,23157,9249,41800,23806,29004,25234,12034,27205,0
7398,150000,2,1,1,70,-1,-1,2,0,0,-1,7363,74344,309,16796,10149,72604,2060,25608,33322,8405,12757,23948,0
7399,50000,1,3,1,24,-1,-1,0,2,1,2,69737,37126,23556,33581,55783,10565,10722,21602,5284,44562,29514,48305,1
7400,30000,1,3,3,38,0,-1,0,0,-1,2,34266,25074,5741,34212,53638,74056,9013,38975,21758,36139,9786,45163,0
7401,10000,2,4,1,49,0,1,0,1,2,2,67126,7997,62196,73527,53393,51385,24254,40074,36051,8516,25622,14621,0
7402,100000,1,3,2,43,0,2,-1,-1,0,0,62274,15433,46966,2704,9120,66544,9249,25734,27200,23017,5822,18183,1
7403,30000,2,1,3,57,0,-1,-1,-1,-1,3,52592,835,14286,61134,50864,2759,5399,2323,40407,10059,22122,49072,0
7404,200000,2,4,3,47,-1,-1,1,0,0,0,71979,3923,41486,13937,43987,773,7347,41576,14015,16957,36518,15998,0
7405,100000,2,1,3,36,0,-1,0,2,2,-1,21178,68171,44501,6072,21225,76649,21604,46948,9520,37210,1262,4822,1
7406,50000,2,3,1,65,-1,0,-1,0,0,0,75134,36034,48675,55061,71217,49063,45416,49490,12140,29500,47803,34565,1
7407,20000,1,3,1,47,3,1,0,0,2,2,52363,76386,52112,66120,14010,10865,39331,16494,44307,736,28651,15904,0
7408,100000,1,2,1,29,-1,-1,-1,-1,-1,1,27299,13723,79162,14007,29198,26558,38106,8843,38636,48742,35697,33827,0
7409,150000,2,3,2,25,-1,0,2,1,2,0,65921,22790,13917,23601,15235,58295,37060,24523,43580,22408,46342,34828,0
7410,80000,2,4,1,28,2,-1,0,-1,0,-1,55550,31257,21179,30790,74661,21232,33078,30755,27772,37433,30501,6011,0
7411,30000,1,3,3,38,3,3,0,0,2,0,67625,21484,18063,46392,72895,39989,3297,29288,43347,45267,39963,1416,0
7412,50000,1,2,1,55,1,2,-1,0,2,2,9721,4922,46513,54580,17510,77474,20192,16461,47299,17416,32498,9128,1
7413,50000,1,3,1,26,-1,2,1,0,0,-1,49313,8574,56577,16362,28011,36823,25433,13436,33961,12050,9635,45125,0
7414,100000,2,3,1,63,0,-1,2,1,0,1,77669,51783,71559,13730,7978,60504,41636,37778,44577,42339,45517,5810,0
7415,20000,1,3,1,43,0,0,1,-1,-1,-1,78227,60552,20570,25712,25662,78969,45620,7605,45951,36927,37724,40192,0
7416,10000,2,2,3,66,1,-1,0,1,0,2,5413,42817,40164,31527,23461,63116,48755,42413,15479,12473,21301,12111,0
7417,30000,2,1,1,46,-1,0,1,-1,0,0,24664,54361,72260,49571,69335,24520,46008,21146,4916,34520,17822,37970,0
7418,50000,1,3,3,71,-1,-1,-1,1,-1,-1,24963,45927,18139,24737,78469,39453,48060,40724,42125,11035,31535,46540,0
7419,20000,2,4,1,59,0,1,-1,-1,0,-1,46397,73291,28521,25956,9757,27210,3252,42677,14880,3069,29656,34508,0
7420,80000,1,2,2,44,-1,0,0,-1,2,2,50536,7349,49389,57012,24952,63365,25457,49617,43400,22736,45597,19797,1
7421,50000,2,4,2,30,0,0,-1,-1,-1,0,37554,54099,68740,52092,38596,62634,1150,40205,39677,46030,18482,30012,0
7422,20000,2,3,3,35,1,1,-1,1,0,0,4720,36846,5545,5792,56586,58513,20813,27335,6375,7927,22575,18930,1
7423,200000,2,2,3,58,1,0,0,1,-1,-1,44324,59859,54501,38757,57160,67660,49761,24687,9669,38281,41366,10362,1
7424,10000,2,3,2,40,0,-1,0,0,3,-1,31146,16984,20937,76623,51071,12436,1992,43877,39590,6455,42821,47495,0
7425,10000,2,4,2,49,2,0,2,2,3,0,37620,46867,6771,7413,72891,53009,48502,26116,38228,36075,692,7246,0
7426,50000,2,2,1,26,-1,3,-1,0,0,1,41266,71105,4505,6385,49005,68288,2681,34046,25605,2716,4712,4142,0
7427,150000,1,1,2,68,-1,0,3,-1,0,2,3636,56301,10694,9063,76278,5198,20130,4102,15665,25070,14383,44325,0
7428,50000,1,1,3,29,0,0,-1,-1,2,0,49599,2500,24273,45377,50538,12630,23885,26261,34742,16778,24606,44010,0
7429,100000,2,1,3,71,-1,2,0,-1,-1,-1,14223,17057,38785,617,25975,31384,10446,27049,588,6737,3702,37040,0
7430,30000,1,3,2,70,-1,0,-1,-1,0,0,59521,51764,59768,2357,22642,28674,13921,43715,32007,45085,14039,14228,1
7431,20000,2,2,3,25,-1,3,0,-1,-1,0,53738,21590,75970,19196,57985,2602,47288,38171,104,43263,22393,15723,0
7432,50000,1,4,1,68,2,-1,3,0,3,-1,69177,25377,34501,5316,22322,32126,19520,27211,9102,21070,1717,5037,0
7433,30000,1,4,1,59,2,0,1,2,-1,2,4309,23759,48109,31567,59194,7870,5170,5620,1802,22233,40862,15959,0
7434,100000,2,3,2,39,0,-1,-1,0,0,0,4614,32956,20442,63423,11242,32953,46599,19556,40069,36964,14702,18511,1
7435,200000,1,3,3,25,-1,0,0,0,0,-1,25969,2432,49236,64621,23061,20272,38437,6530,23477,2752,40755,49616,0
7436,200000,2,4,2,40,-1,-1,0,-1,2,3,56208,35759,74110,78473,78331,71931,31008,12762,14966,9776,29914,33771,0
7437,30000,1,2,3,31,-1,-1,-1,-1,3,3,22036,55993,43424,58321,10890,67526,2650,29247,9908,10242,28849,13386,0
7438,50000,2,3,3,70,-1,-1,2,-1,-1,2,9694,36239,46331,74876,22881,39798,35770,33227,24475,40016,4988,23067,0
7439,10000,1,2,3,47,-1,-1,-1,0,1,2,71416,13754,6317,7898,30669,32997,9921,39660,39971,41587,24457,14067,0
7440,20000,2,4,1,49,0,-1,0,0,-1,-1,5070,6334,38479,25472,42101,76345,26715,39030,41095,6191,28154,14801,0
7441,20000,1,2,3,27,0,1,-1,-1,-1,3,63530,52626,55282,69400,76962,3802,19574,5491,36547,16018,516,43173,0
7442,200000,2,1,1,70,-1,-1,-1,-1,0,1,22196,54738,38456,2529,3427,39765,867,23861,242,27673,10269,29650,0
7443,200000,1,4,3,23,1,0,2,0,3,0,76057,77674,27092,37397,66905,11324,5605,23091,23400,46581,37807,7190,0
7444,10000,2,1,2,25,1,-1,-1,1,-1,2,67141,26918,5732,57891,53451,27407,40756,3956,17100,19733,7572,4001,0
7445,150000,1,4,1,33,0,-1,-1,-1,-1,-1,62957,52338,69825,2285,52596,5564,28528,26815,22146,18596,14975,18414,0
7446,50000,2,1,1,36,-1,2,1,-1,1,2,51778,60148,52274,16860,47500,31119,14598,764,1327,27734,3356,33712,0
7447,200000,1,2,1,74,2,1,-1,1,2,0,62066,40253,27393,79706,72670,7716,34864,9938,49196,41306,26136,49646,0
7448,200000,2,4,2,32,0,1,0,0,-1,0,61160,73501,24655,17543,25272,56116,6310,23683,11475,16887,46684,45434,0
7449,200000,2,4,1,59,-1,0,0,2,-1,0,32974,13192,42395,69693,6310,10181,42114,32677,17480,11795,7342,48369,1
7450,20000,2,1,2,47,0,-1,3,-1,0,1,51962,32510,30560,18374,15470,39512,37811,8145,30753,1187,36955,23372,0
7451,50000,2,2,3,74,0,-1,1,1,-1,0,57876,41899,40094,51234,25248,36921,44853,44965,932,26112,15472,11840,0
7452,100000,1,4,3,65,0,0,3,-1,0,3,30761,73743,58283,36348,5341,79593,20107,46214,20880,33755,17565,35573,1
7453,50000,1,3,2,53,0,1,0,0,-1,-1,3141,44581,38117,7125,3580,79702,21767,42263,7722,25203,3252,46143,1
7454,30000,1,1,1,35,0,2,-1,-1,-1,2,17942,10430,47593,59860,11855,76544,48331,36387,36436,27721,5434,24215,0
7455,10000,2,4,1,41,1,-1,-1,-1,-1,0,67000,76168,2659,60185,61292,30152,34609,7852,17344,12247,33710,39494,0
7456,150000,2,2,2,64,0,-1,1,0,0,2,77686,60549,77478,58351,62680,4383,25261,27543,37049,16051,1758,16217,0
7457,200000,2,2,3,37,-1,-1,0,0,-1,-1,8957,76570,27119,11079,63907,42545,42169,16821,22590,47176,17290,14844,1
7458,200000,2,2,2,72,-1,1,-1,0,2,1,71549,5318,1157,65855,1596,31824,11990,5586,12287,7126,42242,17462,0
7459,50000,2,2,1,57,-1,-1,2,0,3,0,31179,61495,25022,43773,29923,32554,12795,39971,41020,36115,39596,48395,0
7460,150000,1,1,1,69,0,0,-1,-1,-1,1,24782,66702,35102,54854,41721,59190,13021,33298,43942,3034,3861,16301,0
7461,200000,1,4,1,35,-1,2,0,0,-1,-1,28871,74592,41125,1667,40426,54499,27888,42859,32774,45052,37223,41773,0
7462,150000,1,1,1,40,0,1,1,-1,-1,2,40338,1559,50402,30223,10952,17357,40084,27773,35114,30985,6414,10414,0
7463,100000,2,1,3,39,-1,-1,1,1,-1,2,23586,21174,17032,9067,486,3023,7945,29009,13714,17253,16993,29094,0
7464,80000,2,2,3,21,1,-1,-1,0,-1,0,1044,25623,27120,69900,62432,16781,48393,6037,38633,24998,7744,26974,0
7465,10000,2,3,3,24,1,1,0,0,-1,0,44561,77330,71190,2737,25420,2848,18308,40494,19162,12273,35,23960,0
7466,150000,2,2,1,23,-1,0,-1,-1,-1,0,75228,30363,40841,16706,9227,56944,42008,36695,33068,31726,7487,12900,0
